Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
hp,workstation,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia quadro m2200,windows 10,3.14kg,110017.872
hp,netbook,12 1/2,1366x768,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.26kg,74005.92
hp,notebook,15 3/5,1366x768,amd a12-series 9700p 2.5ghz,8gb,2tb hdd,amd radeon r7 graphics,windows 10,2.04kg,33513.12
hp,gaming,17 1/3,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,1tb hdd,amd radeon rx 580,windows 10,3.74kg,93186.72
hp,netbook,11 3/5,1366x768,intel celeron dual core n3060 1.6ghz,4gb,16gb flash storage,intel hd graphics 400,chrome os,1.23kg,20512.8
hp,notebook,17 1/3,1600x900,intel core i5 7200u 2.5ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.63kg,48484.8
hp,ultrabook,14,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,512gb ssd,intel hd graphics 520,windows 7,1.54kg,99633.6
hp,2 in 1 convertible,11 3/5,touchscreen 1366x768,intel celeron dual core n3350 1.1ghz,4gb,32gb flash storage,intel hd graphics 500,chrome os,1.4kg,32767.2
hp,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.28kg,121318.56
hp,ultrabook,14,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,512gb ssd,intel hd graphics 520,windows 10,1.54kg,78215.04
hp,notebook,15 3/5,1366x768,intel celeron dual core n3060 1.6ghz,4gb,128gb ssd,intel hd graphics 400,no os,1.86kg,15930.72
hp,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.28kg,136343.52
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,amd radeon r7 m465,windows 10,1.84kg,71874.72
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.07kg,48484.8
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,2.04kg,44701.92
hp,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.28kg,90576
hp,2 in 1 convertible,15 3/5,touchscreen 1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.3kg,36486.144
hp,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.28kg,95850.72
hp,notebook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,128gb ssd,intel hd graphics 620,windows 10,1.95kg,67399.2
hp,2 in 1 convertible,13 1/3,quad hd+ / touchscreen 3200x1800,intel core i7 7500u 2.7ghz,16gb,256gb ssd,intel hd graphics 620,windows 10,1.42kg,74538.72
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.04kg,47952
hp,netbook,12 1/2,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.26kg,79014.24
hp,ultrabook,12 1/2,4k ultra hd / touchscreen 3840x2160,intel core m 6y75 1.2ghz,8gb,240gb ssd,intel hd graphics 515,windows 10,1.09kg,165168
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.04kg,54291.7872
hp,notebook,13 1/3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.49kg,51148.8
hp,ultrabook,15 3/5,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,amd radeon r7 m365x,windows 10,1.84kg,69103.6272
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,2.31kg,62071.2
hp,notebook,14,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.95kg,61218.72
hp,ultrabook,12 1/2,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.26kg,84129.12
hp,notebook,15 3/5,1366x768,intel celeron dual core n3060 1.6ghz,4gb,1tb hdd,intel hd graphics 400,no os,1.86kg,15392.592
hp,netbook,12 1/2,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.26kg,88924.32
hp,gaming,17 1/3,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 965m,windows 10,2.75kg,74538.72
hp,workstation,15 3/5,ips panel full hd 1920x1080,intel core i7 6820hq 2.7ghz,8gb,8gb ssd,nvidia quadro m1000m,windows 10,2.0kg,119826.72
hp,2 in 1 convertible,11 3/5,touchscreen 1366x768,intel pentium quad core n4200 1.1ghz,4gb,256gb ssd,intel hd graphics 505,windows 10,1.45kg,41292
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.50ghz,8gb,1tb hdd,nvidia geforce 930mx,windows 10,2.04kg,45101.52
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.04kg,36496.8
hp,notebook,15 3/5,ips panel full hd 1920x1080,intel core i5 7200u 2.70ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce 930mx,windows 10,2.04kg,52161.12
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows 10,2.04kg,42943.68
hp,netbook,12 1/2,full hd 1920x1080,intel core m 6y75 1.2ghz,8gb,512gb ssd,intel hd graphics 515,windows 10,0.97kg,101658.24
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,128gb ssd +  1tb hdd,amd radeon 520,windows 10,2.1kg,26586.72
hp,ultrabook,13 1/3,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.11kg,71874.72
hp,ultrabook,14,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.48kg,111301.92
hp,notebook,13 1/3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.34kg,63349.92
hp,notebook,14,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.64kg,41505.12
hp,notebook,14,1366x768,intel core i5 6300u 2.4ghz,4gb,256gb ssd,intel hd graphics 520,windows 10,1.48kg,58607.4672
hp,notebook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.95kg,64202.4
hp,ultrabook,14,full hd 1920x1080,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.43kg,77202.72
hp,notebook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,1.64kg,55904.5728
hp,notebook,14,1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.64kg,36443.52
hp,ultrabook,12 1/2,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.26kg,81997.92
hp,notebook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.48kg,84715.2
hp,ultrabook,14,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.54kg,100550.5488
hp,notebook,13 1/3,1366x768,intel core i3 7100u 2.4ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.49kg,42624
hp,notebook,15 3/5,1366x768,intel core i3 7100u 2.4ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,2.04kg,41025.0672
hp,notebook,14,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.43kg,118761.12
hp,notebook,13 1/3,ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.11kg,61218.72
hp,notebook,14,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,1.64kg,63159.7104
hp,ultrabook,12 1/2,1366x768,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.26kg,83063.52
hp,notebook,14,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.31kg,63349.92
hp,notebook,14,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.95kg,56476.8
hp,notebook,17 1/3,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 930mx,windows 10,2.63kg,57542.4
hp,notebook,14,1366x768,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.64kg,51841.44
hp,notebook,14,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.95kg,63669.6
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.84kg,65480.5872
hp,ultrabook,12 1/2,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.26kg,71874.72
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,2.04kg,39533.76
hp,notebook,14,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.64kg,53839.9728
hp,notebook,14,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,1.54kg,53280
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd +  500gb hdd,intel hd graphics 520,windows 10,1.84kg,112065.9552
hp,notebook,14,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.43kg,78268.32
hp,notebook,15 3/5,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 940mx,windows 10,1.91kg,52161.12
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,2.04kg,52161.12
hp,notebook,15 3/5,1366x768,intel core i3 6100u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.31kg,37570.392
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,no os,1.96kg,26586.72
hp,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.31kg,63882.72
hp,ultrabook,12 1/2,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.26kg,63882.72
hp,notebook,13 1/3,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.49kg,58075.2
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 7,2.31kg,50083.2
hp,ultrabook,13 1/3,ips panel 4k ultra hd 3840x2160,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows 10,1.3kg,109170.72
hp,notebook,14,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 7,1.54kg,54931.1472
hp,workstation,15 3/5,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,amd firepro w4190m,windows 7,1.9kg,79653.6
hp,notebook,13 1/3,quad hd+ 3200x1800,intel pentium dual core 4405y 1.5ghz,4gb,32gb flash storage,intel hd graphics 515,chrome os,1.29kg,32767.2
hp,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,no os,1.86kg,18434.3472
hp,netbook,12 1/2,1366x768,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows 7,2.4kg,85194.72
hp,notebook,15 3/5,1366x768,intel pentium quad core n3710 1.6ghz,4gb,1tb hdd,intel hd graphics 405,windows 10,1.96kg,26640
hp,workstation,17 1/3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,1tb hdd,amd firepro w6150m,windows 7,3.0kg,154458.72
hp,notebook,15 3/5,full hd 1920x1080,amd a6-series 9220 2.5ghz,4gb,1tb hdd,amd radeon r4,windows 10,2.1kg,21205.44
hp,notebook,13 1/3,quad hd+ / touchscreen 3200x1800,intel core m 6y54 1.1ghz,8gb,256gb ssd,intel hd graphics 515,windows 10,1.16kg,90522.72
hp,ultrabook,13 1/3,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,512gb ssd,intel hd graphics 520,windows 10,1.16kg,104908.32
hp,notebook,13 1/3,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.16kg,90043.2
hp,notebook,14,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.43kg,80612.64
hp,ultrabook,12 1/2,1366x768,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.26kg,100965.6
hp,gaming,17 1/3,ips panel full hd 1920x1080,intel core i5 6300hq 2.3ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,3.35kg,60153.12
hp,notebook,15 3/5,1366x768,intel core i7 7500u 2.7ghz,8gb,2tb hdd,intel hd graphics 620,windows 10,2.04kg,33513.12
hp,ultrabook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.84kg,40066.56
hp,workstation,17 1/3,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,256gb ssd,nvidia quadro m3000m,windows 7,3kg,210424.032
hp,ultrabook,15 3/5,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.88kg,115709.2416
hp,2 in 1 convertible,13 1/3,full hd / touchscreen 1920x1080,intel core i5 6300u 2.4ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.48kg,86793.12
hp,workstation,15 3/5,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,256gb ssd,nvidia quadro m1000m,windows 7,2.59kg,118761.12
hp,2 in 1 convertible,13 1/3,touchscreen 2560x1440,intel core i7 6600u 2.6ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.48kg,95850.72
hp,workstation,15 3/5,full hd 1920x1080,intel core i7 6700hq 2.6ghz,8gb,256gb ssd,nvidia quadro m1000m,windows 7,2.0kg,101178.72
hp,ultrabook,12 1/2,full hd 1920x1080,intel core i7 6500u 2.50ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.26kg,122381.496
hp,notebook,15 3/5,full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.88kg,84129.12
hp,notebook,15 3/5,1366x768,amd e-series 7110 1.8ghz,4gb,500gb hdd,amd radeon r2 graphics,windows 10,1.86kg,15824.16
hp,notebook,15 3/5,full hd 1920x1080,amd a6-series a6-9220 2.5ghz,4gb,256gb ssd,amd radeon 520,windows 10,1.91kg,25515.2592
hp,2 in 1 convertible,13 1/3,touchscreen 2560x1440,intel core i7 6600u 2.6ghz,8gb,512gb ssd,intel hd graphics 520,windows 10,1.48kg,108744.48
hp,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1050,windows 10,2.62kg,47898.72
hp,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,no os,2.1kg,25414.0272
hp,notebook,14,1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows 10,1.44kg,13266.72
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 10,1.96kg,36177.12
hp,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows 10,2.1kg,61751.52
hp,notebook,15 3/5,1366x768,intel core i3 6100u 2.3ghz,4gb,500gb hdd,intel hd graphics 520,windows 10,2.07kg,34632
hp,notebook,15 3/5,ips panel full hd 1920x1080,intel core i7 6700hq 2.6ghz,6gb,1tb hdd,nvidia geforce gtx 960m,windows 10,2.18kg,42570.72
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows 10,1.86kg,25840.8
hp,notebook,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.21kg,70702.56
hp,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.91kg,30849.12
hp,notebook,15 3/5,full hd 1920x1080,amd a12-series 9720p 2.7ghz,6gb,1tb hdd,amd radeon 530,windows 10,2.1kg,28185.12
hp,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.1kg,25467.84
hp,ultrabook,14,2560x1440,intel core i7 6500u 2.5ghz,8gb,256gb ssd,intel hd graphics 520,windows 7,1.54kg,117119.5632
hp,notebook,14,full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,256gb ssd,intel hd graphics 520,windows 7,1.54kg,58607.4672
hp,notebook,15 3/5,1366x768,amd a6-series 9220 2.5ghz,4gb,500gb hdd,amd radeon r4 graphics,windows 10,1.86kg,21258.72
hp,notebook,15 3/5,full hd 1920x1080,amd a9-series 9410 2.9ghz,6gb,1.0tb hybrid,amd radeon r7 m440,windows 10,2.04kg,29303.4672
hp,netbook,11 3/5,1366x768,intel celeron dual core n3060 1.6ghz,2gb,32gb flash storage,intel hd graphics 400,windows 10,1.17kg,11135.52
hp,notebook,15 3/5,1366x768,intel core i7 6500u 2.5ghz,6gb,1tb hdd,amd radeon r5 m330,windows 10,2.19kg,40705.92
huawei,ultrabook,13,ips panel full hd 2160x1440,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.05kg,71874.72
huawei,ultrabook,13,ips panel full hd 2160x1440,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows 10,1.05kg,79866.72
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i3 7100u 2.4ghz,8gb,1tb hdd,nvidia geforce 940mx,no os,2.2kg,26586.72
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows 10,2.5kg,53226.72
lenovo,notebook,14,1366x768,intel celeron dual core n3350 1.1ghz,4gb,64gb flash storage,intel hd graphics 500,windows 10,1.44kg,13266.72
lenovo,notebook,14,ips panel full hd 1920x1080,intel core i3 7130u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,no os,1.7kg,31914.72
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,intel hd graphics 620,windows 10,1.9kg,29250.72
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,2tb hdd,intel hd graphics 620,no os,2.2kg,27652.32
lenovo,notebook,15 3/5,full hd 1920x1080,amd a6-series 9220 2.5ghz,4gb,128gb ssd,amd r4 graphics,windows 10,2.2kg,21258.72
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,1.85kg,22105.872
lenovo,notebook,14,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.58kg,78854.4
lenovo,2 in 1 convertible,13 1/3,ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.37kg,74538.72
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 940mx,no os,2.2kg,33513.12
lenovo,notebook,15 3/5,1366x768,intel celeron dual core n3350 1.1ghz,4gb,1tb hdd,intel hd graphics 500,no os,1.9kg,13445.7408
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,1tb hdd,nvidia geforce 920mx,no os,2.2kg,26586.72
lenovo,notebook,14,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon rx 550,windows 10,1.75kg,59461.5456
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia geforce gtx 1050m,no os,2.4kg,46300.32
lenovo,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,4gb,128gb ssd,intel hd graphics 620,windows 10,1.9kg,26533.44
lenovo,2 in 1 convertible,14,ips panel full hd / touchscreen 1920x1080,intel core i3 7100u 2.4ghz,4gb,256gb ssd,intel hd graphics 620,windows 10,1.74kg,33513.12
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd,nvidia geforce gtx 1050 ti,windows 10,2.5kg,57489.12
lenovo,notebook,15 3/5,1366x768,amd a6-series 9220 2.9ghz,4gb,500gb hdd,amd radeon r4 graphics,no os,2.2kg,16463.52
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd +  1tb hdd,amd r17m-m1-70,windows 10,1.90kg,43316.64
lenovo,2 in 1 convertible,14,ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,16gb,512gb ssd,intel uhd graphics 620,windows 10,1.4kg,98514.72
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,no os,2.4kg,41505.12
lenovo,notebook,17 1/3,1600x900,intel core i5 8250u 1.6ghz,8gb,256gb ssd,nvidia geforce mx150,no os,2.8kg,37189.44
lenovo,notebook,15 3/5,1366x768,intel core i5 6200u 2.3ghz,4gb,128gb ssd,intel hd graphics 520,windows 10,2.1kg,26267.04
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,3.2kg,93186.72
lenovo,gaming,15 3/5,full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1060,no os,2.4kg,74485.44
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,no os,2.2kg,29250.72
lenovo,notebook,17 1/3,1600x900,intel core i5 7200u 2.5ghz,8gb,1tb hdd,nvidia geforce gtx 940mx,no os,2.8kg,31381.92
lenovo,2 in 1 convertible,14,ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,1.74kg,47898.72
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows 10,3.2kg,79866.72
lenovo,notebook,15 3/5,1366x768,intel core i3 6006u 2ghz,8gb,128gb ssd,intel hd graphics 520,windows 10,7.2kg,31381.92
lenovo,2 in 1 convertible,14,ips panel full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows 10,1.38kg,57489.12
lenovo,2 in 1 convertible,14,ips panel full hd / touchscreen 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows 10,1.37kg,98514.72
lenovo,2 in 1 convertible,15 3/5,ips panel full hd / touchscreen 1920x1080,intel core i7 7700hq 2.8ghz,8gb,512gb ssd,nvidia geforce gtx 1050m,windows 10,2kg,90522.72
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i3 6006u 2ghz,4gb,256gb ssd,intel hd graphics 520,no os,2.2kg,23656.32
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,2.05kg,46886.4
lenovo,2 in 1 convertible,14,touchscreen 2560x1440,intel core i7 6600u 2.6ghz,16gb,512gb ssd,intel hd graphics 520,windows 10,1.36kg,133146.72
lenovo,notebook,17 1/3,1600x900,intel core i3 6006u 2ghz,4gb,1tb hdd,intel hd graphics 520,windows 10,2.8kg,26053.92
lenovo,notebook,17 1/3,full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,2tb hdd,nvidia geforce mx150,no os,2.8kg,45234.72
lenovo,notebook,17 1/3,1600x900,intel core i7 7500u 2.7ghz,6gb,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows 10,2.8kg,45767.52
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows 10,2.5kg,44169.12
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i5 7200u 2.5ghz,6gb,256gb ssd,intel hd graphics 620,windows 10,2.2kg,30849.12
lenovo,notebook,15 3/5,ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 630,windows 10,1.95kg,58448.16
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1050 ti,windows 10,2.5kg,62817.12
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 940mx,no os,2.2kg,35112.0528
lenovo,notebook,15 3/5,full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows 10,2.05kg,39373.92
lenovo,gaming,15 3/5,ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,1tb hdd,nvidia geforce gtx 1060,windows 10,3.2kg,69210.72
lenovo,notebook,15 3/5,full hd 1920x1080,amd a10-series 9600p 2.4ghz,6gb,1tb hdd,amd radeon r5 430,windows 10,2.4kg,26586.72
lenovo,notebook,17 1/3,1600x900,intel core i5 7200u 2.5ghz,6gb,1tb hdd,nvidia geforce gtx 940m,windows 10,5.8kg,34578.72
lenovo,notebook,15 3/5,1366x768,intel core i5 7200u 2.5ghz,8gb,2tb hdd,nvidia geforce 940mx,no os,2.2kg,29250.72
